zip5,census_pop,pop_65plus,pct_65plus,median_income,unemployment_rate
01535,4750,891,0.18757894736842104,80380,0.0397422126745435
01536,7282,1179,0.16190606976105465,103793,0.05520428015564202
01537,1935,287,0.1483204134366925,67750,0.0017196904557179708
01540,11420,1750,0.1532399299474606,100757,0.05252430228911885
01541,3497,731,0.2090363168430083,163750,0.017605633802816902
01542,2815,769,0.27317939609236236,106719,0.0
01543,9102,1115,0.12250054932981762,150685,0.022465088038858532
01545,38734,5717,0.14759642691175712,127088,0.03274353303202231
01550,17669,2501,0.14154734280378065,55182,0.09144478393714535
01560,4734,652,0.13772708069286016,94464,0.05715339233038348
01561,0,0,,-666666666,
01562,11955,2774,0.23203680468423254,76225,0.061838524342304205
01564,8053,1746,0.21681360983484416,131058,0.04192121339793554
01566,6795,1492,0.21957321559970566,122844,0.025524673851389675
01568,7828,1386,0.17705671946857435,147198,0.05390463026952315
01569,14039,2490,0.17736306004701188,124057,0.0397679197389097
01570,17671,3272,0.1851621300435742,70644,0.0734295415959253
01571,11885,2020,0.16996213714766512,87306,0.060488259990670194
01581,21360,3173,0.14854868913857677,133145,0.030264388336308765
01583,7476,1810,0.24210807918673088,97736,0.04460157737285831
01585,4841,1266,0.26151621565792194,69767,0.07037457434733257
01588,10468,1494,0.1427206725257929,88487,0.05315059334781882
01590,9268,1566,0.16896849374190764,138750,0.02098849018280298
01602,25869,4632,0.1790560129885191,86128,0.058867872807017545
01603,20678,2494,0.12061127768643003,58797,0.08672641912078531
01604,40724,5837,0.1433307140752382,68823,0.04988550132459252
01605,30590,4157,0.13589408303367115,51360,0.0724398131512756
01606,22636,3306,0.14605053896448136,82640,0.03727901614142967
01607,8630,938,0.10869061413673232,63718,0.1033396345305608
01608,5080,226,0.044488188976377956,41319,0.07438650306748466
01609,23256,3331,0.14323185414516684,58246,0.07504305749200361
01610,27033,2343,0.0866718455221396,39570,0.0807825086306099
01611,2188,222,0.10146252285191956,113276,0.047216349541930935
01612,5013,839,0.16736485138639537,130787,0.039685377189846265
01701,32973,6905,0.20941376277560428,124532,0.0402283519180494
01702,38898,5032,0.12936397758239498,76636,0.05715303124721802
01718,737,25,0.033921302578018994,-666666666,0.0
01719,5462,673,0.12321493958257049,151207,0.054078279055870926
01720,23081,3782,0.163857718469737,151339,0.05318572423937447
01721,18634,3213,0.17242674680691208,124311,0.03765246597136291
01730,14408,2350,0.16310383120488617,143424,0.07460526315789473
01731,1784,0,0.0,71250,0.004219409282700422
01740,5653,823,0.1455864142932956,191208,0.06223104932141675
01741,5209,1098,0.2107890190055673,247656,0.030629139072847682
01742,18311,4093,0.22352684178908852,183657,0.04243446664936413
01745,554,53,0.09566787003610108,162350,0.0
01746,14902,2632,0.1766205878405583,149614,0.04735632183908046
